Category,Browser,Global Super Group description,Global Product Group description,Global Module Description,Exception Type,Global Category,External Code,Work Item Scope,Seq,Standard Code,Code Type,External Code Group,Processing Group Code,Processing Group Description,Processing Group Set Description,Country,Source of Exception,Best Received External Description,Translated Best Received External Description,Best Existing External Description,Translated Best Existing External Description,Department Code,Department Description,Supplier Code,Supplier Description,Number of Stores Selling,Impact,Price,Retailer SKU,etailer Item Code,Store Receipt Description,Predicted Barcode,URL,Received Date,Due Date,Current Assignment Description,Country Current Assignment Description,External Item/Predicted PG/CI,External Item/Predicted Product Class,Latest Image Received Date,Sent for RTC Prediction,Priority,Reserved By,Allocated To,Defer,Has Image,Project,External Item Global Category,External Item Global Module,Local Id,Allocated Date
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024168800000,LOCAL,5,'00024168800000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CHEESECAKE APPLE SPICED SLICE 1.0000 EACH,,CHEESECAKE APPLE SPICED SLICE 1.0000 EACH,,02204200,,,CNT,11,388,4,,,,,,25-NOV-2022 02:05:25,,29831376 : N BRND LSTD SNGL LYR CK APPL CRM CFF CK  N FLLNG FLVR TPPD FLL N PCKG 1 CNT ,29831376 : N BRND LSTD SNGL LYR CK APPL CRM CFF CK  N FLLNG FLVR TPPD FLL N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'029896600000,LOCAL,19,'00029896600000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CHICKEN BITE CORDON BLEU EA S0 1.0000 EACH,,CHICKEN BITE CORDON BLEU EA S0 1.0000 EACH,,01602700,,,WGT,1,113.29,0.9175,,,,,,25-NOV-2022 02:05:21,,506831561 : N BRND LSTD CHS APPTZR CRDN BL CHCKN BT   N PCKG 1 CNT ,506831561 : N BRND LSTD CHS APPTZR CRDN BL CHCKN BT   N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021591300000,LOCAL,1,'00021591300000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CUPCAKE VANILLA SEASONAL DECO 1.0000 EACH,,,,02204200,,,CNT,1,28,4,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122561,LOCAL,1,'00000000122561,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE EXTRAVAGANZA THANKSGIVING FOR 12 CA 1.0000 EACH,,,,02404900,,,CNT,12,7409.87,569.99,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000118567,LOCAL,1,'00000000118567,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE PUMPKIN BUTTER CHAI 6IN 46.000 OUNCE,,,,02204200,,,CNT,9,599.8,29.99,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CEREALS/TOASTER PASTRIES - AMBIENT VARIABLE WEIGHT,CEREALS/TOASTER PASTRIES - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000008086,LOCAL,3,'00000000008086,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,GRANOLA HONEY NUT 1.0000 POUND,,GRANOLA HONEY NUT 1.0000 POUND,,01001400,,,CNT,1,8.99,8.99,,,,,,25-NOV-2022 02:05:22,,510197131 : N BRND LSTD GRNL CRL HNY NT HNY NT GRNL N PCKG 1 PND ,510197131 : N BRND LSTD GRNL CRL HNY NT HNY NT GRNL N PCKG 1 PND ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FISH/SHELLFISH/SEAFOOD - FRESH VARIABLE WEIGHT,SHELLFISH/SEAFOOD PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000119789,LOCAL,2,'00000000119789,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE CRAB CAKE CHEF CREATED CA 24.000 OUNCE,,ESTORE CRAB CAKE CHEF CREATED CA 24.000 OUNCE,,02404900,,,CNT,14,759.81,39.99,,,,,,25-NOV-2022 02:05:23,,554173809 : N BRND LSTD SFD APPTZR GRN GDDSS CRB CK   N PCKG 24 ONC ,554173809 : N BRND LSTD SFD APPTZR GRN GDDSS CRB CK   N PCKG 24 ONC ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122525,LOCAL,1,'00000000122525,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING 1 CA 1.0000 EACH,,,,02404900,,,CNT,32,4719.31,79.9883,,,,,,25-NOV-2022 02:05:23,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,SAUSAGES UNCOOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'029178400000,LOCAL,6,'00029178400000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CHICKEN SAUSAGE LINK SPINACH FETA S1 1.0000 POUND,,CHICKEN SAUSAGE LINK SPINACH FETA S1 1.0000 POUND,,01602700,,,CNT,1,37.88,6.9889,,,,,,25-NOV-2022 02:05:23,,29762243 : N BRND LSTD SSG SPNCH FT CHS CHCKN SSG LNK   N PCKG 1 PND ,29762243 : N BRND LSTD SSG SPNCH FT CHS CHCKN SSG LNK   N PCKG 1 PND ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'000000010791,LOCAL,2,'00000000010791,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SUSHI CLASS 20 1.0000 EACH,,SUSHI CLASS 20 1.0000 EACH,,02606200,,,WGT,1,9.43,7.9915,,,,,,25-NOV-2022 02:05:23,,29956782 : N BRND LSTD SFD APPTZR SSH   N PCKG 1 CNT ,29956782 : N BRND LSTD SFD APPTZR SSH   N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021129300000,LOCAL,1,'00021129300000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE VELVET RED 6IN 40.000 OUNCE,,,,02204200,,,CNT,1,139.95,27.99,,,,,,25-NOV-2022 02:05:24,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021561800000,LOCAL,1,'00021561800000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,LOBSTER SHRIMP PLATTER 48.000 OUNCE,,,,01802800,,,CNT,69,6613.67,74.9849,,,,,,25-NOV-2022 02:05:24,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122534,LOCAL,1,'00000000122534,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING 2 CA 1.0000 EACH,,,,02404900,,,CNT,15,1899.61,99.9795,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,POTATO MEALS - FRESH VARIABLE WEIGHT,POTATO - RECIPE - FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000123002,LOCAL,2,'00000000123002,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SWEET POTATOES MASHED MAPLE CA 32.000 OUNCE,,SWEET POTATOES MASHED MAPLE CA 32.000 OUNCE,,02404900,,,CNT,484,62535.19,15.9896,,,,,,25-NOV-2022 02:05:24,,561984852 : N BRND LSTD SPCLTY PTT MPL MSHD SWT PTT MSHD  N PCKG 12 ONC ,561984852 : N BRND LSTD SPCLTY PTT MPL MSHD SWT PTT MSHD  N PCKG 12 ONC ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021007300000,LOCAL,2,'00021007300000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE VANILLA 1/4 SHEET 80.000 OUNCE,,CAKE VANILLA 1/4 SHEET 80.000 OUNCE,,02204200,,,WGT,1,49.99,53.7527,,,,,,25-NOV-2022 02:05:21,,506295495 : N BRND LSTD SHT CK VNLL    QRTR TRY 1 CNT ,506295495 : N BRND LSTD SHT CK VNLL    QRTR TRY 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021405000000,LOCAL,1,'00021405000000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,DONUT CHOCOLATE RASPBERRY 6PK 12.000 OUNCE,,,,02204200,,,CNT,7,514.31,8.9883,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122750,LOCAL,1,'00000000122750,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE MUSHROOM ROASTED SUPHERB CA 1.0000 EACH,,,,02404900,,,CNT,344,22295.07,25.9849,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122600,LOCAL,1,'00000000122600,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PIE SEAFOOD BRANDIED CA 1.0000 EACH,,,,02404900,,,CNT,136,7477.93,39.9889,,,,,,25-NOV-2022 02:05:22,,,,,PERISHABLE PREPARED MEAL SINGLE COURSE,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122546,LOCAL,1,'00000000122546,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING SEAFOOD CA 1.0000 EACH,,,,02404900,,,CNT,5,649.95,129.99,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'022114100000,LOCAL,7,'00022114100000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE CHOCOLATE VANILLA VEGAN 80.000 OUNCE,,CAKE CHOCOLATE VANILLA VEGAN 80.000 OUNCE,,02204200,,,WGT,1,26.95,29.9444,,,,,,25-NOV-2022 02:05:23,,507369611 : N BRND LSTD SNGL LYR CK CHCLT VNLL    FLL TRY 1 CNT ,507369611 : N BRND LSTD SNGL LYR CK CHCLT VNLL    FLL TRY 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,STATIONERY & PRINTED MATERIAL & SERVICES,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED PG:,,New,,'000000123363,LOCAL,1,'00000000123363,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,MEAL THANKSGIVING CELEBRATION FOR 12 ESTORE CA 1.0000 EACH,,,,02404900,,,CNT,2,899.98,449.99,,,,,,25-NOV-2022 02:05:23,,,,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED PG:,DEFERRED,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021561300000,LOCAL,2,'00021561300000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SHRIMP PLATTER GRILLED 2LB 32.000 OUNCE,,,,01802800,,,WGT,1,27.94,59.4468,,,,,,25-NOV-2022 02:05:24,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: TEMPORARY MDL STANDARD/CONSOLIDATED ITEMS,US MDL STANDARD/CONSOLIDATED ITEMS,US MDL CONSOLIDATED,Changed,,'021668100000,LOCAL,2,'00021668100000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE FUDGE CHOCOLATE 6IN 40.000 OUNCE,,CAKE FUDGE CHOCOLATE 6IN 40.000 OUNCE,,02204200,,,CNT,7,843.3,29.0793,,,,,,25-NOV-2022 02:05:24,,507010408 : US MDL CNSLDTD ,507010408 : US MDL CNSLDTD ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FISH/SHELLFISH/SEAFOOD - FRESH VARIABLE WEIGHT,SHELLFISH/SEAFOOD PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000119784,LOCAL,2,'00000000119784,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE CRAB CAKE CHEF CREATED CA 24.000 OUNCE,,ESTORE CRAB CAKE CHEF CREATED CA 24.000 OUNCE,,02404900,,,CNT,17,1239.64,39.9884,,,,,,25-NOV-2022 02:05:21,,554173809 : N BRND LSTD SFD APPTZR GRN GDDSS CRB CK   N PCKG 24 ONC ,554173809 : N BRND LSTD SFD APPTZR GRN GDDSS CRB CK   N PCKG 24 ONC ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000123367,LOCAL,1,'00000000123367,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,MEAL THANKSGIVING CELEBRATION FOR 12 ESTORE CA 1.0000 EACH,,,,02404900,,,CNT,1,449.99,449.99,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122550,LOCAL,1,'00000000122550,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING SEAFOOD CA 1.0000 EACH,,,,02404900,,,CNT,1,129.99,129.99,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021801400000,LOCAL,1,'00021801400000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,PLATTER CRUDITE WITH HUMMUS FOR 8 EVERGREEN FP 1.0000 EACH,,,,02404900,,,CNT,3,179.84,29.9733,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122529,LOCAL,1,'00000000122529,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING 1 CA 1.0000 EACH,,,,02404900,,,CNT,28,4159.38,79.9881,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,BREAD - FRESH VARIABLE WEIGHT,BREAD FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'028269400000,LOCAL,8,'00028269400000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,BREAD FOCACCIA ROSEMARY 11.000 OUNCE,,BREAD FOCACCIA ROSEMARY 11.000 OUNCE,,02204200,,,CNT,9,1007.7,6.9979,,,,,,25-NOV-2022 02:05:21,,495847814 : N BRND LSTD BRD RSMRY  FCCC  TRY 1 CNT ,495847814 : N BRND LSTD BRD RSMRY  FCCC  TRY 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'025088900000,LOCAL,3,'00025088900000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,BRUSSELS SPROUTS MAPLE APPLE BACON PALEO VN 1.0000 POUND,,BRUSSELS SPROUTS MAPLE APPLE BACON PALEO VN 1.0000 POUND,,02404900,,,CNT,1,27.87,9.9892,,,,,,25-NOV-2022 02:05:22,,549170274 : N BRND LSTD ENTR BRSSLS SPRT MPL APPL BCN PL   N PCKG 1 PND ,549170274 : N BRND LSTD ENTR BRSSLS SPRT MPL APPL BCN PL   N PCKG 1 PND ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SALADS - FRESH VARIABLE WEIGHT,SALADS PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000480520,LOCAL,3,'00000000480520,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,TO BE RECYCLED 1.0000 POUND,,TO BE RECYCLED 1.0000 POUND,,02404900,,,CNT,1,2.99,2.99,,,,,,25-NOV-2022 02:05:23,,64770583 : N BRND LSTD PTT SLD   RD BLSS PTT N PCKG 8 ONC ,64770583 : N BRND LSTD PTT SLD   RD BLSS PTT N PCKG 8 ONC ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,CLOTHING & PERSONAL ACCESSORIES,:CLOTHING & PERSONAL ACCESSORIES CONSOLIDATED PG:,:CLOTHING & PERSONAL ACCESSORIES CONSOLIDATED ITEM:,Changed,,'000000007426,LOCAL,5,'00000000007426,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CORN POSOLE GIANT WHITE 1.0000 POUND,,CORN POSOLE GIANT WHITE 1.0000 POUND,,01001400,,,WGT,1,7.74,2.4887,,,,,,25-NOV-2022 02:05:23,,27828874 : REMAINING CLOTHING ,27828874 : REMAINING CLOTHING ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,VEGETABLES/SALAD VEGETABLES - FRESH VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'022984400000,LOCAL,6,'00022984400000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SALMON FILLET GARLIC HERB ASPARAGUS 20.000 OUNCE,,SALMON FILLET GARLIC HERB ASPARAGUS 20.000 OUNCE,,01802800,,,WGT,1,14.99,18.9747,,,,,,25-NOV-2022 02:05:23,,356651487 : N BRND LSTD ENTR GRLC HRB ASPRGS SLMN   N PCKG 1 CNT ,356651487 : N BRND LSTD ENTR GRLC HRB ASPRGS SLMN   N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122523,LOCAL,1,'00000000122523,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING 1 CA 1.0000 EACH,,,,02404900,,,CNT,21,2239.72,79.99,,,,,,25-NOV-2022 02:05:23,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,SAUSAGES COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020702500000,LOCAL,3,'00020702500000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ARTICHOKE HEARTS ALLA CRUDAIOLA 1.0000 POUND,,ARTICHOKE HEARTS ALLA CRUDAIOLA 1.0000 POUND,,01402450,,,WGT,1,11.86,19.7667,,,,,,25-NOV-2022 02:05:24,,69656257 : N BRND LSTD ENTR SPNCH GRLLD CHCKN SSG   N PCKG 1 CNT ,69656257 : N BRND LSTD ENTR SPNCH GRLLD CHCKN SSG   N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SWEET PASTRY/DOUGH - FRESH VARIABLE WEIGHT,PIES/TARTS SWEET FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026738200000,LOCAL,5,'00026738200000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,TART PUMPKIN 2.2IN 3.1000 OUNCE,,TART PUMPKIN 2.2IN 3.1000 OUNCE,,02204200,,,WGT,1,25.7,2.5,,,,,,25-NOV-2022 02:05:24,,511305574 : N BRND LSTD P PMPKN  UNFLVRD FLLD  P TRY 1 CNT ,511305574 : N BRND LSTD P PMPKN  UNFLVRD FLLD  P TRY 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122555,LOCAL,1,'00000000122555,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE PACKAGE ENTERTAINING SEAFOOD CA 1.0000 EACH,,,,02404900,,,CNT,3,389.97,129.99,,,,,,25-NOV-2022 02:05:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,BREAD - FRESH VARIABLE WEIGHT,BREAD FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021603100000,LOCAL,3,'00021603100000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,COOKIE LEAVES ORANGE DECO BULK CB 1.0000 POUND,,COOKIE LEAVES ORANGE DECO BULK CB 1.0000 POUND,,02204200,,,WGT,1,15.08,13,,,,,,25-NOV-2022 02:05:20,,29754904 : N BRND LSTD BRD   HRTH FCCC  N PCKG 1 CNT ,29754904 : N BRND LSTD BRD   HRTH FCCC  N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'080430593604,LOCAL,1,'00080430593604,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,APPLE LADY ALICE OG 1.0000 POUND,,,,01201700,,,WGT,57,523.73,2.9837,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,CHEESE - FRESH VARIABLE WEIGHT,CHEESE BLOCKS REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021810800000,LOCAL,3,'00021810800000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,CAKE CHOCOLATE CHOCOLATE 1/4 SHEET FZ 100.00 OUNCE,,CAKE CHOCOLATE CHOCOLATE 1/4 SHEET FZ 100.00 OUNCE,,02204200,,,CNT,1,39,39,,,,,,25-NOV-2022 02:05:22,,60653178 : N BRND LSTD CHNK CHS  FR SRD   CHNK HRD RW  N PCKG 1 PND ,60653178 : N BRND LSTD CHNK CHS  FR SRD   CHNK HRD RW  N PCKG 1 PND ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021653600000,LOCAL,1,'00021653600000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SHRIMP COCKTAIL PLATTER PREV FZ 48.000 OUNCE,,,,01802800,,,CNT,17,919.57,39.9813,,,,,,25-NOV-2022 02:05:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'021494800000,LOCAL,1,'00021494800000,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,TURKEY FRESH ORGANICS1 26/28 1.0000 POUND,,,,01602700,,,WGT,5,636.19,2.99,,,,,,25-NOV-2022 02:05:23,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - FROZEN,VEGETABLES/SALAD VEGETABLES - FROZEN VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES - FROZEN - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000500399,LOCAL,2,'00000000500399,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,BRUSSEL SPROUTS MISO GLAZED HC 1.0000 EACH,,BRUSSEL SPROUTS MISO GLAZED HC 1.0000 EACH,,02606250,,,CNT,1,7,7,,,,,,25-NOV-2022 02:05:24,,506296778 : N BRND LSTD MR THN 1 VGTBL BRSSL SPRT  N PCKG 1 CNT ,506296778 : N BRND LSTD MR THN 1 VGTBL BRSSL SPRT  N PCKG 1 CNT ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'000000000457,LOCAL,9,'00000000000457,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,SUMMER SUNDAE B GIFT BASKET 1.0000 EACH,,SUMMER SUNDAE B GIFT BASKET 1.0000 EACH,,03207200,,,CNT,1,5.29,5.29,,,,,,25-NOV-2022 02:05:25,,506269340 : N BRND LSTD MSCLLNS FRSH N PCKG 1 PND ,506269340 : N BRND LSTD MSCLLNS FRSH N PCKG 1 PND ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000122582,LOCAL,1,'00000000122582,LAC,LAC,WHB,WHB WHOLE FOODS,US BIR,UNITED STATES OF AMERICA,SIRVAL,ESTORE MEAL SURF AND TURF FOR 4 CA 1.0000 EACH,,,,02404900,,,CNT,26,5999.7,199.99,,,,,,25-NOV-2022 02:05:21,,,,,,,FALSE,0,,,,N,,,,,
